SUMMARY 01/29/2011  $-5744.80    46
        BUY     02/24/2010  $-12.98
        SELL    02/24/2010  $19.01
        SELL    02/24/2010  $67.65
        BUY     02/24/2010  $-79.14
        BUY     02/24/2010  $-73.48
        BUY     02/24/2010  $-45.63
        BUY     02/24/2010  $-13.69
        BUY     02/24/2010  $-64.90
        SELL    02/24/2010  $99.02
        SELL    02/24/2010  $60.17
        BUY     02/24/2010  $-72.06
      SELL    02/24/2010  $26.92
      BUY     02/24/2010  $-82.59
      BUY     02/24/2010  $-9.83
      SELL    02/25/2010  $16.00
      SELL    02/25/2010  $10.85
      SELL    02/25/2010  $15.98
      BUY     02/25/2010  $-45.29
      SELL    02/25/2010  $39.24
      BUY     02/25/2010  $-59.45
      SELL    02/25/2010  $11.75
      BUY     02/25/2010  $-82.32
      BUY     02/25/2010  $-60.08
      SELL    02/25/2010  $4.75
      BUY     02/25/2010  $-73.21
      BUY     02/25/2010  $-49.64
      SELL    02/25/2010  $35.78
      SELL    02/26/2010  $60.04
      BUY     02/26/2010  $-61.62
      SUMMARY 03/04/2010  $-938.57    55
        SELL    02/26/2010  $12.99
        SELL    02/26/2010  $45.52
        SELL    02/26/2010  $3.30
        BUY     02/26/2010  $-70.88
        BUY     02/26/2010  $-48.33
        SELL    02/26/2010  $46.10
        BUY     02/26/2010  $-92.35
        BUY     02/26/2010  $-56.21
        SELL    02/26/2010  $13.58
        SELL    02/26/2010  $4.26
        BUY     02/27/2010  $-34.65
        BUY     02/27/2010  $-35.24
        BUY     02/27/2010  $-91.66
        SELL    02/27/2010  $36.20
        SELL    02/27/2010  $98.14
        SELL    02/27/2010  $38.75
        SELL    02/27/2010  $64.98
        SELL    02/27/2010  $61.52
        SELL    02/27/2010  $18.46
        BUY     02/27/2010  $-70.00
        BUY     02/27/2010  $-42.25
        SELL    02/27/2010  $64.29
        SUMMARY 03/01/2010  $-341.92    19
          SELL    02/27/2010  $52.57
          BUY     02/28/2010  $-66.70
          SELL    02/28/2010  $39.71
          BUY     02/28/2010  $-31.18
          BUY     02/28/2010  $-55.52
          BUY     02/28/2010  $-25.76
          SELL    02/28/2010  $67.54
          BUY     02/28/2010  $-49.66
          SELL    02/28/2010  $58.69
          BUY     02/28/2010  $-59.46
          BUY     02/28/2010  $-68.42
          BUY     02/28/2010  $-24.37
          BUY     02/28/2010  $-12.53
          BUY     02/28/2010  $-53.88
          BUY     02/28/2010  $-21.19
          SELL    02/28/2010  $95.62
          BUY     02/28/2010  $-52.79
          BUY     03/01/2010  $-68.56
          BUY     03/01/2010  $-66.03
        BUY     03/01/2010  $-2.48
        BUY     03/01/2010  $-8.93
        BUY     03/01/2010  $-45.72
        BUY     03/01/2010  $-8.59
        SELL    03/01/2010  $11.37
        BUY     03/01/2010  $-84.78
        SELL    03/01/2010  $6.19
        BUY     03/01/2010  $-17.10
        BUY     03/02/2010  $-62.62
        SELL    03/02/2010  $14.40
        SELL    03/02/2010  $40.57
        SELL    03/02/2010  $45.53
        BUY     03/02/2010  $-24.54
        BUY     03/02/2010  $-90.83
        BUY     03/02/2010  $-62.68
        SELL    03/02/2010  $38.06
        SELL    03/02/2010  $71.46
        BUY     03/02/2010  $-97.27
        BUY     03/02/2010  $-1.45
        SELL    03/02/2010  $5.10
        SELL    03/03/2010  $3.88
        BUY     03/03/2010  $-16.39
        BUY     03/03/2010  $-52.94
        SELL    03/03/2010  $76.63
        BUY     03/03/2010  $-29.77
        BUY     03/03/2010  $-75.76
        SELL    03/03/2010  $31.74
        SELL    03/03/2010  $50.11
        BUY     03/03/2010  $-86.46
        BUY     03/03/2010  $-36.34
        BUY     03/04/2010  $-80.85
        BUY     03/04/2010  $-72.71
    SELL    03/04/2010  $70.61
    SELL    03/04/2010  $2.34
    SUMMARY 03/13/2010  $232.40    45
      SELL    03/04/2010  $44.29
      BUY     03/04/2010  $-43.04
      BUY     03/04/2010  $-88.61
      BUY     03/04/2010  $-35.44
      SELL    03/04/2010  $73.95
      BUY     03/04/2010  $-59.26
      BUY     03/05/2010  $-72.66
      BUY     03/05/2010  $-90.02
      BUY     03/05/2010  $-32.01
      SELL    03/05/2010  $47.77
      BUY     03/05/2010  $-64.27
      SELL    03/05/2010  $10.65
      SELL    03/05/2010  $54.32
      SELL    03/05/2010  $20.09
      BUY     03/05/2010  $-4.07
      SELL    03/05/2010  $18.83
      SELL    03/05/2010  $5.18
      SUMMARY 03/10/2010  $435.01    31
        SELL    03/06/2010  $81.75
        BUY     03/06/2010  $-13.92
        SELL    03/06/2010  $20.14
        BUY     03/06/2010  $-18.90
        SELL    03/06/2010  $32.63
        SELL    03/06/2010  $33.23
        SELL    03/06/2010  $18.34
        BUY     03/06/2010  $-6.70
        BUY     03/06/2010  $-98.47
        SELL    03/06/2010  $52.53
        BUY     03/06/2010  $-19.06
        SELL    03/06/2010  $70.44
        BUY     03/06/2010  $-77.58
        SELL    03/07/2010  $61.19
        BUY     03/07/2010  $-94.43
        SELL    03/07/2010  $92.57
        SELL    03/07/2010  $0.22
        SELL    03/07/2010  $58.75
        BUY     03/07/2010  $-36.04
        BUY     03/07/2010  $-57.25
        BUY     03/07/2010  $-67.94
        SELL    03/07/2010  $62.12
        SELL    03/07/2010  $32.36
        SELL    03/08/2010  $82.16
        SUMMARY 03/09/2010  $227.46    21
          SELL    03/08/2010  $55.51
          SELL    03/08/2010  $91.05
          BUY     03/08/2010  $-26.86
          BUY     03/08/2010  $-59.66
          SELL    03/08/2010  $17.18
          BUY     03/08/2010  $-62.17
          SELL    03/08/2010  $9.67
          SELL    03/08/2010  $60.91
          SELL    03/08/2010  $57.20
          SELL    03/08/2010  $52.08
          SELL    03/08/2010  $64.77
          SELL    03/09/2010  $16.07
          SELL    03/09/2010  $97.68
          BUY     03/09/2010  $-36.96
          SELL    03/09/2010  $41.70
          SELL    03/09/2010  $25.94
          BUY     03/09/2010  $-45.17
          SELL    03/09/2010  $79.85
          BUY     03/09/2010  $-69.43
          BUY     03/09/2010  $-70.81
          BUY     03/09/2010  $-71.09
        SELL    03/09/2010  $32.45
        BUY     03/09/2010  $-80.43
        BUY     03/09/2010  $-14.42
        SELL    03/09/2010  $17.50
        SELL    03/09/2010  $45.49
        BUY     03/09/2010  $-1.18
      SELL    03/10/2010  $24.91
      SELL    03/10/2010  $66.35
      SELL    03/10/2010  $1.84
      SELL    03/10/2010  $54.02
      BUY     03/10/2010  $-77.44
      BUY     03/10/2010  $-3.41
      SELL    03/10/2010  $83.35
      BUY     03/10/2010  $-63.64
      BUY     03/10/2010  $-50.35
      SUMMARY 03/12/2010  $-319.41    20
        SELL    03/10/2010  $79.70
        BUY     03/10/2010  $-67.12
        SELL    03/10/2010  $3.62
        BUY     03/11/2010  $-10.99
        BUY     03/11/2010  $-95.65
        BUY     03/11/2010  $-16.89
        BUY     03/11/2010  $-15.94
        SELL    03/11/2010  $16.60
        BUY     03/11/2010  $-90.97
        SELL    03/11/2010  $15.06
        BUY     03/11/2010  $-26.84
        BUY     03/11/2010  $-40.01
        SELL    03/11/2010  $10.58
        SELL    03/11/2010  $33.55
        SELL    03/11/2010  $31.61
        BUY     03/12/2010  $-18.34
        BUY     03/12/2010  $-7.20
        BUY     03/12/2010  $-68.89
        SELL    03/12/2010  $26.46
        BUY     03/12/2010  $-77.75
      SELL    03/12/2010  $10.71
      SELL    03/12/2010  $38.19
      BUY     03/12/2010  $-42.58
      BUY     03/12/2010  $-20.29
      SELL    03/12/2010  $48.71
      SELL    03/12/2010  $76.60
      BUY     03/12/2010  $-66.91
      SELL    03/13/2010  $29.67
      SELL    03/13/2010  $52.96
      BUY     03/13/2010  $-18.64
      SELL    03/13/2010  $54.69
      SELL    03/13/2010  $75.82
      BUY     03/13/2010  $-82.61
      BUY     03/13/2010  $-17.95
      SELL    03/13/2010  $40.44
      SELL    03/13/2010  $39.17
      SELL    03/13/2010  $77.49
    SELL    03/14/2010  $38.82
    BUY     03/14/2010  $-80.02
    SELL    03/14/2010  $41.12
    SELL    03/14/2010  $53.40
    SUMMARY 04/06/2010  $1178.50    58
      SELL    03/14/2010  $69.13
      BUY     03/14/2010  $-22.41
      BUY     03/14/2010  $-22.51
      BUY     03/14/2010  $-23.49
      BUY     03/14/2010  $-48.60
      SUMMARY 03/20/2010  $114.73    30
        BUY     03/14/2010  $-77.89
        BUY     03/15/2010  $-21.57
        BUY     03/15/2010  $-82.76
        SELL    03/15/2010  $66.54
        SELL    03/15/2010  $6.79
        SELL    03/15/2010  $93.68
        SELL    03/15/2010  $42.78
        BUY     03/15/2010  $-18.75
        BUY     03/15/2010  $-10.96
        SELL    03/15/2010  $54.76
        BUY     03/15/2010  $-35.05
        BUY     03/15/2010  $-39.07
        SELL    03/15/2010  $43.55
        SELL    03/15/2010  $58.47
        SELL    03/15/2010  $39.19
        SELL    03/15/2010  $98.86
        SELL    03/16/2010  $11.75
        BUY     03/16/2010  $-37.73
        BUY     03/16/2010  $-24.01
        BUY     03/16/2010  $-31.36
        BUY     03/16/2010  $-39.94
        SELL    03/16/2010  $46.71
        SELL    03/16/2010  $78.92
        SELL    03/16/2010  $64.46
        BUY     03/16/2010  $-55.66
        BUY     03/16/2010  $-47.84
        SUMMARY 03/20/2010  $-36.72    42
          BUY     03/16/2010  $-15.67
          SELL    03/16/2010  $34.15
          SELL    03/17/2010  $21.42
          SELL    03/17/2010  $8.27
          SELL    03/17/2010  $64.34
          BUY     03/17/2010  $-43.56
          BUY     03/17/2010  $-61.78
          BUY     03/17/2010  $-71.58
          BUY     03/17/2010  $-70.64
          SELL    03/17/2010  $67.60
          BUY     03/17/2010  $-100.07
          BUY     03/17/2010  $-53.29
          SELL    03/17/2010  $18.13
          BUY     03/18/2010  $-66.24
          SELL    03/18/2010  $86.47
          BUY     03/18/2010  $-15.26
          BUY     03/18/2010  $-31.29
          BUY     03/18/2010  $-22.75
          BUY     03/18/2010  $-14.14
          BUY     03/18/2010  $-72.58
          SELL    03/18/2010  $33.54
          SELL    03/18/2010  $10.11
          SELL    03/18/2010  $45.78
          SELL    03/18/2010  $50.67
          BUY     03/18/2010  $-11.49
          SELL    03/18/2010  $4.10
          SELL    03/18/2010  $11.54
          SELL    03/19/2010  $68.00
          SELL    03/19/2010  $94.06
          SELL    03/19/2010  $50.53
          SELL    03/19/2010  $34.96
          BUY     03/19/2010  $-61.88
          BUY     03/19/2010  $-53.15
          SELL    03/19/2010  $65.71
          SELL    03/19/2010  $62.55
          SELL    03/19/2010  $17.06
          BUY     03/19/2010  $-53.56
          BUY     03/19/2010  $-32.46
          SELL    03/19/2010  $53.40
          BUY     03/20/2010  $-52.65
          SELL    03/20/2010  $23.89
          BUY     03/20/2010  $-58.96
        SELL    03/20/2010  $96.80
        BUY     03/20/2010  $-53.50
        BUY     03/20/2010  $-75.72
      SELL    03/20/2010  $95.93
      BUY     03/20/2010  $-65.97
      SELL    03/20/2010  $54.11
      SUMMARY 03/22/2010  $64.57    19
        SELL    03/21/2010  $80.50
        BUY     03/21/2010  $-4.70
        SELL    03/21/2010  $67.35
        SELL    03/21/2010  $44.58
        SELL    03/21/2010  $6.31
        BUY     03/21/2010  $-38.71
        SELL    03/21/2010  $16.67
        BUY     03/21/2010  $-40.17
        BUY     03/21/2010  $-45.39
        SELL    03/21/2010  $41.65
        BUY     03/21/2010  $-10.80
        SELL    03/22/2010  $25.42
        BUY     03/22/2010  $-74.60
        SELL    03/22/2010  $50.39
        BUY     03/22/2010  $-29.11
        BUY     03/22/2010  $-10.21
        SELL    03/22/2010  $30.88
        BUY     03/22/2010  $-31.21
        BUY     03/22/2010  $-14.28
      SELL    03/22/2010  $25.55
      SELL    03/22/2010  $52.09
      SUMMARY 03/26/2010  $672.36    33
        SELL    03/23/2010  $99.47
        SELL    03/23/2010  $37.91
        SELL    03/23/2010  $69.57
        SELL    03/23/2010  $4.93
        SELL    03/23/2010  $92.18
        BUY     03/23/2010  $-8.04
        BUY     03/23/2010  $-24.56
        SELL    03/23/2010  $77.34
        BUY     03/23/2010  $-31.25
        BUY     03/23/2010  $-70.02
        SELL    03/24/2010  $30.90
        SELL    03/24/2010  $84.33
        SELL    03/24/2010  $64.98
        BUY     03/24/2010  $-51.21
        BUY     03/24/2010  $-94.72
        SELL    03/24/2010  $61.93
        SELL    03/24/2010  $56.71
        BUY     03/24/2010  $-9.57
        SELL    03/24/2010  $9.08
        SELL    03/24/2010  $90.48
        SELL    03/24/2010  $62.79
        BUY     03/25/2010  $-14.57
        SELL    03/25/2010  $92.64
        SELL    03/25/2010  $82.69
        BUY     03/25/2010  $-15.90
        BUY     03/25/2010  $-38.75
        SELL    03/25/2010  $22.98
        BUY     03/25/2010  $-27.09
        SELL    03/25/2010  $29.38
        BUY     03/25/2010  $-23.64
        SELL    03/25/2010  $20.72
        BUY     03/25/2010  $-3.80
        BUY     03/26/2010  $-5.53
      BUY     03/26/2010  $-79.18
      SELL    03/26/2010  $78.30
      BUY     03/26/2010  $-90.59
      SELL    03/26/2010  $4.78
      BUY     03/26/2010  $-17.58
      SELL    03/26/2010  $48.24
      BUY     03/26/2010  $-87.58
      SUMMARY 04/03/2010  $448.66    55
        SUMMARY 03/30/2010  $186.71    39
          BUY     03/26/2010  $-12.53
          BUY     03/26/2010  $-79.43
          BUY     03/26/2010  $-35.55
          SELL    03/26/2010  $9.54
          BUY     03/27/2010  $-22.55
          SELL    03/27/2010  $84.81
          BUY     03/27/2010  $-93.66
          SELL    03/27/2010  $45.24
          BUY     03/27/2010  $-89.19
          BUY     03/27/2010  $-40.43
          SELL    03/27/2010  $88.24
          BUY     03/27/2010  $-27.21
          SELL    03/27/2010  $76.04
          SELL    03/27/2010  $41.93
          SELL    03/28/2010  $82.71
          SELL    03/28/2010  $31.91
          SELL    03/28/2010  $14.94
          BUY     03/28/2010  $-32.23
          BUY     03/28/2010  $-11.41
          BUY     03/28/2010  $-98.34
          BUY     03/28/2010  $-29.51
          BUY     03/28/2010  $-42.35
          SELL    03/28/2010  $85.00
          SELL    03/28/2010  $79.17
          SELL    03/28/2010  $98.18
          SELL    03/28/2010  $50.78
          SELL    03/28/2010  $32.59
          BUY     03/28/2010  $-96.76
          BUY     03/29/2010  $-37.75
          BUY     03/29/2010  $-26.82
          SELL    03/29/2010  $84.70
          BUY     03/29/2010  $-1.76
          SELL    03/29/2010  $4.77
          BUY     03/29/2010  $-36.37
          SELL    03/29/2010  $94.50
          SELL    03/29/2010  $82.18
          BUY     03/29/2010  $-59.73
          BUY     03/29/2010  $-34.04
          SELL    03/30/2010  $7.10
        SELL    03/30/2010  $27.39
        SELL    03/30/2010  $42.18
        SELL    03/30/2010  $8.81
        BUY     03/30/2010  $-14.38
        SELL    03/30/2010  $90.51
        SELL    03/30/2010  $74.76
        BUY     03/30/2010  $-35.68
        SELL    03/30/2010  $72.74
        BUY     03/30/2010  $-24.68
        SELL    03/30/2010  $2.58
        BUY     03/30/2010  $-20.12
        BUY     03/30/2010  $-21.31
        SELL    03/31/2010  $1.51
        BUY     03/31/2010  $-0.88
        BUY     03/31/2010  $-90.48
        BUY     03/31/2010  $-83.32
        BUY     03/31/2010  $-64.31
        BUY     03/31/2010  $-66.68
        SELL    03/31/2010  $77.67
        SELL    03/31/2010  $63.79
        BUY     03/31/2010  $-2.18
        BUY     03/31/2010  $-10.45
        SELL    03/31/2010  $84.47
        BUY     03/31/2010  $-22.67
        SELL    03/31/2010  $29.16
        BUY     04/01/2010  $-19.96
        SELL    04/01/2010  $75.44
        SELL    04/01/2010  $80.51
        BUY     04/01/2010  $-59.21
        SELL    04/01/2010  $87.01
        BUY     04/01/2010  $-66.19
        SELL    04/01/2010  $36.02
        BUY     04/01/2010  $-72.97
        SELL    04/01/2010  $55.56
        SELL    04/01/2010  $43.89
        SELL    04/01/2010  $97.81
        BUY     04/02/2010  $-25.23
        BUY     04/02/2010  $-14.10
        SELL    04/02/2010  $53.15
        SELL    04/02/2010  $37.72
        SELL    04/02/2010  $17.01
        SELL    04/02/2010  $42.30
        BUY     04/02/2010  $-40.06
        SELL    04/02/2010  $10.35
        BUY     04/02/2010  $-30.63
        SELL    04/02/2010  $49.18
        BUY     04/02/2010  $-57.10
        BUY     04/02/2010  $-38.44
        BUY     04/02/2010  $-79.81
        BUY     04/02/2010  $-64.22
        BUY     04/03/2010  $-42.08
        SELL    04/03/2010  $13.27
        SELL    04/03/2010  $66.91
        BUY     04/03/2010  $-12.61
      SELL    04/03/2010  $95.43
      SELL    04/03/2010  $17.62
      SELL    04/03/2010  $82.47
      SELL    04/03/2010  $49.27
      SELL    04/03/2010  $12.73
      BUY     04/03/2010  $-94.89
      SELL    04/03/2010  $21.62
      BUY     04/03/2010  $-5.78
      SELL    04/03/2010  $76.43
      BUY     04/04/2010  $-24.29
      SELL    04/04/2010  $19.27
      BUY     04/04/2010  $-62.44
      BUY     04/04/2010  $-23.56
      BUY     04/04/2010  $-12.18
      BUY     04/04/2010  $-20.92
      SELL    04/04/2010  $44.08
      BUY     04/04/2010  $-88.23
      SELL    04/04/2010  $7.25
      SELL    04/05/2010  $62.23
      BUY     04/05/2010  $-66.79
      BUY     04/05/2010  $-8.96
      SELL    04/05/2010  $76.73
      BUY     04/05/2010  $-80.57
      BUY     04/05/2010  $-30.96
      BUY     04/05/2010  $-89.80
      SELL    04/05/2010  $70.46
      SELL    04/05/2010  $94.55
      BUY     04/05/2010  $-53.71
      BUY     04/05/2010  $-25.80
      BUY     04/05/2010  $-80.51
      BUY     04/05/2010  $-94.83
      SELL    04/06/2010  $44.56
      SELL    04/06/2010  $30.18
      BUY     04/06/2010  $-54.69
      BUY     04/06/2010  $-58.47
      SELL    04/06/2010  $14.28
      SELL    04/06/2010  $66.18
    BUY     04/06/2010  $-43.18
    SELL    04/06/2010  $94.75
    BUY     04/06/2010  $-87.77
    BUY     04/06/2010  $-75.98
    SELL    04/07/2010  $97.42
    BUY     04/07/2010  $-53.24
    SELL    04/07/2010  $23.73
    SELL    04/07/2010  $4.89
    SELL    04/07/2010  $97.80
    SELL    04/07/2010  $52.88
    BUY     04/07/2010  $-19.19
    BUY     04/07/2010  $-61.11
    BUY     04/07/2010  $-25.21
    SELL    04/07/2010  $44.18
    SELL    04/07/2010  $76.73
    BUY     04/08/2010  $-53.88
    BUY     04/08/2010  $-21.85
    BUY     04/08/2010  $-8.24
    SELL    04/08/2010  $1.53
    SELL    04/08/2010  $47.19
    SELL    04/08/2010  $25.78
    SELL    04/08/2010  $56.60
    SUMMARY 04/23/2010  $-525.86    22
      BUY     04/08/2010  $-23.74
      SELL    04/08/2010  $94.66
      BUY     04/08/2010  $-78.92
      BUY     04/08/2010  $-94.07
      SUMMARY 04/12/2010  $-296.40    38
        SELL    04/09/2010  $69.03
        SELL    04/09/2010  $44.49
        BUY     04/09/2010  $-71.83
        SELL    04/09/2010  $42.78
        BUY     04/09/2010  $-30.01
        BUY     04/09/2010  $-57.52
        BUY     04/09/2010  $-66.33
        BUY     04/09/2010  $-54.14
        SELL    04/09/2010  $60.24
        BUY     04/09/2010  $-38.31
        BUY     04/09/2010  $-39.43
        BUY     04/09/2010  $-44.73
        SELL    04/09/2010  $73.30
        SELL    04/09/2010  $57.84
        SELL    04/10/2010  $47.85
        BUY     04/10/2010  $-71.13
        BUY     04/10/2010  $-25.53
        BUY     04/10/2010  $-86.60
        BUY     04/10/2010  $-35.53
        BUY     04/10/2010  $-41.77
        BUY     04/10/2010  $-64.47
        BUY     04/10/2010  $-17.23
        SELL    04/10/2010  $73.78
        SELL    04/10/2010  $98.72
        BUY     04/11/2010  $-1.21
        SELL    04/11/2010  $73.07
        BUY     04/11/2010  $-95.86
        SELL    04/11/2010  $66.96
        SELL    04/11/2010  $22.22
        BUY     04/11/2010  $-58.13
        BUY     04/11/2010  $-48.01
        SELL    04/11/2010  $35.45
        SELL    04/11/2010  $95.59
        SELL    04/11/2010  $33.41
        BUY     04/11/2010  $-94.25
        BUY     04/11/2010  $-71.12
        BUY     04/12/2010  $-77.43
        BUY     04/12/2010  $-0.56
      BUY     04/12/2010  $-92.44
      SUMMARY 04/20/2010  $-294.54    40
        SELL    04/12/2010  $43.66
        SUMMARY 04/17/2010  $17.49    33
          SELL    04/12/2010  $82.28
          BUY     04/12/2010  $-37.94
          SELL    04/12/2010  $81.22
          SELL    04/12/2010  $47.06
          SELL    04/12/2010  $5.97
          BUY     04/12/2010  $-75.52
          SELL    04/12/2010  $5.29
          BUY     04/12/2010  $-23.19
          SELL    04/13/2010  $50.36
          BUY     04/13/2010  $-85.64
          BUY     04/13/2010  $-1.74
          BUY     04/13/2010  $-95.59
          SELL    04/13/2010  $52.36
          BUY     04/13/2010  $-82.46
          SELL    04/13/2010  $66.17
          BUY     04/13/2010  $-3.42
          SELL    04/13/2010  $28.83
          BUY     04/13/2010  $-20.07
          SELL    04/13/2010  $75.26
          BUY     04/13/2010  $-25.64
          BUY     04/13/2010  $-58.63
          BUY     04/14/2010  $-47.88
          BUY     04/14/2010  $-25.26
          SELL    04/14/2010  $26.25
          BUY     04/14/2010  $-98.01
          SELL    04/14/2010  $34.90
          SELL    04/14/2010  $48.90
          BUY     04/14/2010  $-31.10
          SUMMARY 04/16/2010  $189.96    27
            BUY     04/14/2010  $-44.45
            SELL    04/14/2010  $0.16
            SELL    04/14/2010  $53.85
            BUY     04/14/2010  $-55.30
            SELL    04/14/2010  $89.12
            SELL    04/14/2010  $79.44
            SELL    04/15/2010  $23.24
            BUY     04/15/2010  $-76.10
            SELL    04/15/2010  $76.88
            BUY     04/15/2010  $-11.98
            SELL    04/15/2010  $27.20
            BUY     04/15/2010  $-59.51
            BUY     04/15/2010  $-7.59
            SELL    04/15/2010  $54.06
            BUY     04/15/2010  $-12.44
            SELL    04/15/2010  $19.32
            BUY     04/15/2010  $-78.48
            BUY     04/15/2010  $-4.33
            SELL    04/15/2010  $57.74
            SELL    04/16/2010  $88.45
            BUY     04/16/2010  $-7.99
            SELL    04/16/2010  $7.13
            BUY     04/16/2010  $-35.78
            SELL    04/16/2010  $37.53
            SELL    04/16/2010  $41.25
            SELL    04/16/2010  $1.44
            BUY     04/16/2010  $-72.90
          SELL    04/16/2010  $17.27
          BUY     04/16/2010  $-93.95
          SELL    04/17/2010  $34.36
          BUY     04/17/2010  $-22.91
        SELL    04/17/2010  $48.24
        BUY     04/17/2010  $-11.32
        SELL    04/17/2010  $59.73
        SELL    04/17/2010  $71.72
        BUY     04/17/2010  $-92.94
        BUY     04/17/2010  $-86.33
        SELL    04/17/2010  $56.71
        BUY     04/18/2010  $-77.89
        SELL    04/18/2010  $83.33
        SELL    04/18/2010  $94.45
        BUY     04/18/2010  $-35.21
        BUY     04/18/2010  $-15.33
        SELL    04/18/2010  $34.76
        SELL    04/18/2010  $15.26
        BUY     04/18/2010  $-56.96
        BUY     04/18/2010  $-96.92
        BUY     04/18/2010  $-82.38
        BUY     04/18/2010  $-23.60
        BUY     04/18/2010  $-19.46
        BUY     04/18/2010  $-27.51
        BUY     04/19/2010  $-97.76
        SELL    04/19/2010  $90.30
        SELL    04/19/2010  $72.81
        SELL    04/19/2010  $96.19
        BUY     04/19/2010  $-56.22
        BUY     04/19/2010  $-68.17
        BUY     04/19/2010  $-70.39
        SELL    04/19/2010  $69.28
        BUY     04/19/2010  $-72.73
        BUY     04/19/2010  $-64.22
        BUY     04/20/2010  $-78.51
        BUY     04/20/2010  $-18.94
        SELL    04/20/2010  $22.36
        SELL    04/20/2010  $17.08
        SELL    04/20/2010  $62.26
        SELL    04/20/2010  $55.07
        BUY     04/20/2010  $-91.61
        BUY     04/20/2010  $-60.84
      BUY     04/20/2010  $-11.97
      BUY     04/20/2010  $-2.61
      SELL    04/21/2010  $71.10
      SELL    04/21/2010  $59.82
      SELL    04/21/2010  $52.21
      SELL    04/21/2010  $86.59
      SELL    04/21/2010  $83.14
      SELL    04/21/2010  $64.74
      BUY     04/21/2010  $-4.93
      BUY     04/21/2010  $-57.60
      SELL    04/21/2010  $46.18
      SELL    04/21/2010  $24.89
      SELL    04/21/2010  $55.94
      SUMMARY 04/23/2010  $-144.09    21
        BUY     04/21/2010  $-71.89
        BUY     04/21/2010  $-99.01
        BUY     04/21/2010  $-23.83
        BUY     04/21/2010  $-66.42
        SELL    04/22/2010  $13.61
        BUY     04/22/2010  $-94.64
        BUY     04/22/2010  $-13.62
        BUY     04/22/2010  $-8.62
        BUY     04/22/2010  $-74.41
        SELL    04/22/2010  $23.41
        BUY     04/22/2010  $-34.34
        SELL    04/22/2010  $9.02
        SELL    04/22/2010  $88.06
        SELL    04/22/2010  $98.87
        BUY     04/22/2010  $-46.57
        SELL    04/22/2010  $18.33
        SELL    04/23/2010  $93.48
        BUY     04/23/2010  $-78.29
        SELL    04/23/2010  $18.58
        SELL    04/23/2010  $33.32
        SELL    04/23/2010  $70.87
      BUY     04/23/2010  $-63.82
    BUY     04/23/2010  $-29.10
    BUY     04/23/2010  $-1.38
    BUY     04/24/2010  $-72.32
    BUY     04/24/2010  $-18.96
    SELL    04/24/2010  $60.01
    SELL    04/24/2010  $9.08
    SELL    04/24/2010  $8.41
    SUMMARY 05/20/2010  $-269.06    47
      SELL    04/24/2010  $69.61
      BUY     04/24/2010  $-86.34
      BUY     04/24/2010  $-14.53
      BUY     04/24/2010  $-67.02
      BUY     04/24/2010  $-49.25
      BUY     04/25/2010  $-61.86
      BUY     04/25/2010  $-81.90
      SELL    04/25/2010  $30.41
      SELL    04/25/2010  $51.74
      BUY     04/25/2010  $-11.72
      BUY     04/25/2010  $-42.24
      BUY     04/25/2010  $-87.42
      SUMMARY 05/02/2010  $101.60    44
        SELL    04/25/2010  $71.57
        SUMMARY 04/28/2010  $-196.62    38
          BUY     04/25/2010  $-58.54
          SELL    04/25/2010  $74.47
          SELL    04/25/2010  $80.37
          BUY     04/25/2010  $-86.81
          BUY     04/25/2010  $-12.63
          BUY     04/25/2010  $-84.09
          SELL    04/25/2010  $25.65
          SELL    04/26/2010  $87.03
          SELL    04/26/2010  $56.16
          SELL    04/26/2010  $29.91
          BUY     04/26/2010  $-47.69
          SELL    04/26/2010  $2.01
          SELL    04/26/2010  $65.88
          BUY     04/26/2010  $-74.40
          SELL    04/26/2010  $1.80
          BUY     04/26/2010  $-29.21
          BUY     04/26/2010  $-47.85
          BUY     04/26/2010  $-69.07
          BUY     04/26/2010  $-52.78
          SELL    04/26/2010  $84.36
          SELL    04/27/2010  $13.59
          BUY     04/27/2010  $-61.07
          BUY     04/27/2010  $-65.58
          SELL    04/27/2010  $93.13
          BUY     04/27/2010  $-71.25
          BUY     04/27/2010  $-4.18
          BUY     04/27/2010  $-34.63
          BUY     04/27/2010  $-85.68
          BUY     04/27/2010  $-89.37
          SELL    04/28/2010  $98.08
          SELL    04/28/2010  $92.61
          SELL    04/28/2010  $50.78
          BUY     04/28/2010  $-88.94
          BUY     04/28/2010  $-44.27
          BUY     04/28/2010  $-21.19
          BUY     04/28/2010  $-6.45
          SELL    04/28/2010  $80.29
          SELL    04/28/2010  $2.94
        BUY     04/28/2010  $-83.66
        BUY     04/29/2010  $-54.75
        SELL    04/29/2010  $9.23
        BUY     04/29/2010  $-68.58
        SELL    04/29/2010  $2.97
        BUY     04/29/2010  $-4.54
        BUY     04/29/2010  $-45.51
        SELL    04/29/2010  $86.16
        BUY     04/29/2010  $-84.25
        BUY     04/29/2010  $-18.37
        SELL    04/29/2010  $82.03
        BUY     04/29/2010  $-60.72
        SELL    04/29/2010  $66.05
        SELL    04/30/2010  $97.73
        SELL    04/30/2010  $21.06
        SELL    04/30/2010  $20.60
        SELL    04/30/2010  $35.14
        SELL    04/30/2010  $90.62
        BUY     04/30/2010  $-16.16
        SELL    04/30/2010  $36.79
        SELL    04/30/2010  $55.36
